Date,VAGS.L,VWRL.L
2019-06-21,-0.002404146383893857,0.0013156867752475154
2019-06-24,0.004016515818359823,-0.0024093724531990546
2019-06-25,0.005000464260478177,-0.0038056820899852184
2019-06-26,-0.0018906838482297683,-0.00014683691082395534
2019-06-27,-0.0002991387018402847,0.0010440394297650535
2019-06-28,0.0006981482735333167,0.0021444066946039175
2019-07-01,0.0009966043747613451,0.012692894399909838
2019-07-02,0.002389469144024936,0.005683737239561282
2019-07-03,0.002781144746333064,0.007535795445315019
2019-07-04,0.0022781514510537004,0.0033801733039264814
2019-07-05,-0.004842454209043501,-0.0031535857098060616
2019-07-08,0.0012909920375017148,-0.001725824602869075
2019-07-09,-0.0021818746586906856,0.001656846181259386
2019-07-10,-0.0007951438710588343,0.0009345108067331243
2019-07-11,-0.0002984543036387288,-0.0012932528846790747
2019-07-12,-0.003482524053497471,0.00036008024785694204
2019-07-15,0.0017972910634809214,0.006111743585682117
2019-07-16,0.0012956766252354424,0.007575983283059307
2019-07-17,0.0008959106353711999,-0.005816393342700343
2019-07-18,0.0012928417489841415,-0.009132358157624476
2019-07-19,0.0021852014484486926,0.004751869752375182
2019-07-22,-0.0002973598691616841,-0.003009871292827926
2019-07-23,-0.0006939196100391731,0.006325429905999824
2019-07-24,0.0018848690717230276,-0.000999851848992206
2019-07-25,-0.0004950570839015178,0.0
2019-07-26,-0.0007925443205312188,0.009366443876400732
2019-07-29,0.0019828564759172274,0.012892460053120613
2019-07-30,-0.0004947141999258609,0.0006992117293960209
2019-07-31,0.00108903117825343,-0.004822190799803283
2019-08-01,0.0021756172669666896,0.005618068336122883
2019-08-02,0.0033550183585311366,-0.027234866267654256
2019-08-05,0.0034421845406258367,-0.019813014677803165
2019-08-06,0.0014701828126342242,-0.00424791352005538
2019-08-07,0.005284753541090481,0.0019121509114443658
2019-08-08,-0.005549062983217223,0.019967672626895805
2019-08-09,0.0014684557379882612,-0.0022306905618154627
2019-08-12,0.0008797216673770425,-0.0017316109423988202
2019-08-13,0.0015627162003473138,0.008093163940393389
2019-08-14,0.003022931196855927,-0.02057206624056107
2019-08-15,0.003208258264381092,-0.007830838173263244
2019-08-16,0.0005813733123540832,0.010548343050920339
2019-08-19,-0.002808733679873998,0.012554470823302077
2019-08-20,0.0012626544214835445,-0.004613487950403061
2019-08-21,0.0004850467431964933,0.005793959023202344
2019-08-22,-0.0023269175140542275,-0.01180886867957831
2019-08-23,0.0013605344011915488,-0.012168698033789394
2019-08-27,0.003590849777002747,-0.002360404613482081
2019-08-28,0.001643892720197604,0.006506423317131249
2019-08-29,-0.00125509649722777,0.014030773516136907
2019-08-30,0.00048335882071404157,0.0
2019-09-02,-0.00028981601748567787,0.010069463550487212
2019-09-03,0.0023194961731198838,-0.004805212853773222
2019-09-04,-0.0022177434383023886,0.0030267901678806552
2019-09-05,-0.004735217543448855,0.001652492557076446
2019-09-06,0.0014564787964095327,0.005380162016972223
2019-09-09,-0.0021330819308577054,-0.003710250487677036
2019-09-10,-0.0037893610828140245,-0.004726313898230972
2019-09-11,-0.002145698152533182,0.010289221065181042
2019-09-12,0.0011729723061379982,0.007549179346483692
2019-09-13,-0.004686168044179206,-0.006291220944109832
2019-09-16,-0.0002942973212262112,-0.00384100658386366
2019-09-17,0.0005887679152727365,-0.0044988993511890785
2019-09-18,0.002353385671321817,-0.0002869158835642205
2019-09-19,-0.00039131004177495043,0.006170828905565973
2019-09-20,0.00019565670577770256,-0.0032804810042811328
2019-09-23,0.004892407990249037,-0.0018600886648159065
2019-09-24,0.00029214812416689107,-0.0022936814136644834
2019-09-25,-0.0012654812841017549,0.00035933413125466274
2019-09-26,0.00048736324473952486,0.0019804339468920684
2019-09-27,-0.0002922158514013784,0.007994434191253008
2019-09-30,9.73343079195832e-05,-0.0013573813064249318
2019-10-01,0.0008769676117119651,-0.0020752602968129308
2019-10-02,0.0010709018704568862,-0.026026755653474565
2019-10-03,0.002917415590335537,-0.005668244211393003
2019-10-04,-0.0005817858070832349,0.01836080363775383
2019-10-07,0.0006791823553384813,0.004216773840200583
2019-10-08,-0.00019390979283784304,-0.004778174897857701
2019-10-09,-0.0007757896045529344,0.003855185007841433
2019-10-10,-0.0036878616263390507,0.00028973441995105986
2019-10-11,-0.00428603615727452,-0.010721677767784765
2019-10-14,0.002054415158090128,0.001318516547121673
2019-10-15,-0.0006834259712031887,-0.002632878238393088
2019-10-16,-0.0017584867905989787,-0.007625812058163706
2019-10-17,-0.00058719483789893,0.00036933318498166834
2019-10-18,-0.0002938073945625286,-0.0034712146469129124
2019-10-21,-0.001077435453211928,-0.004076757608511783
2019-10-22,0.001372808308270912,0.004911882167357495
2019-10-23,0.001175079676517976,0.0028144320122982514
2019-10-24,0.0005868502424659638,0.007532643428376229
2019-10-25,-0.001466302537613151,0.0034447528722338916
2019-10-28,-0.0025452583408368534,0.0024106775521555157
2019-10-29,0.0004907593315637282,-0.0012385123558824596
2019-10-30,0.000490443521771855,-0.0012405433483305695
2019-10-31,0.004902406280363314,-0.006428383824223727
2019-11-01,-9.745777837788516e-05,0.009116859940912159
2019-11-04,-0.0023419780957791847,0.010418947897657738
2019-11-05,-0.00410802656015774,0.00187468147390768
2019-11-06,0.0005892709833166254,-7.174511348606583e-05
2019-11-07,-0.003239044147659409,0.009429266668974812
2019-11-08,0.0,-0.0016401036062497765
2019-11-11,-0.001378621292783655,-0.006713706644103423
2019-11-12,-0.0005917288384483799,0.005536288570478609
2019-11-13,0.0030587989009076555,-0.004933841137922945
2019-11-14,0.0021639854012676096,-0.0026592808187253514
2019-11-15,-0.0001962328550746406,0.006485044742016166
2019-11-18,0.001178079072865712,-0.0043666894285677715
2019-11-19,-0.001274788098845514,0.002444373125657817
2019-11-20,0.0017672921765250482,-0.0005019831957032705
2019-11-21,-0.00029399155233766905,-0.0038751085873044433
2019-11-22,0.00029407800878789025,0.0072041159042046665
2019-11-25,-0.0009800968694287926,0.0025038851454575184
2019-11-26,0.003629953631568039,0.0056370887936672
2019-11-27,-0.0007820080683300645,-0.0007811871263395664
2019-11-28,-0.0010761400536527521,-0.0009227600223347121
2019-11-29,-0.00029376122077540145,-0.0049751939733544415
2019-12-02,-0.002547078590083629,-0.00928545527526714
2019-12-03,0.003437451655198265,-0.014131266630848294
2019-12-04,-0.0007830031090887424,0.004095395351140008
2019-12-05,-0.0014692437949059833,-0.003568746929087041
2019-12-06,-0.0006867110303315771,0.012352636414118434
2019-12-09,0.002061473644476175,-0.004259885022000476
2019-12-10,-0.001763310191433498,-0.003045580733726072
